ID,Target
TEST_1741,neutral
TEST_1742,neutral
TEST_1743,joy
TEST_1744,neutral
TEST_1745,neutral
TEST_1746,surprise
TEST_1747,neutral
TEST_1748,neutral
TEST_1749,surprise
TEST_1750,neutral
TEST_1751,neutral
TEST_1752,neutral
TEST_1753,neutral
TEST_1754,neutral
TEST_1755,neutral
TEST_1756,neutral
TEST_1757,neutral
TEST_1758,neutral
TEST_1759,surprise
TEST_1760,neutral
TEST_1761,joy
TEST_1762,neutral
TEST_1763,neutral
TEST_1764,sadness
TEST_1765,neutral
TEST_1766,sadness
TEST_1767,neutral
TEST_1768,neutral
TEST_1769,neutral
TEST_1770,neutral
TEST_1771,neutral
TEST_1772,neutral
TEST_1773,neutral
TEST_1774,neutral
TEST_1775,neutral
TEST_1776,neutral
TEST_1777,neutral
TEST_1778,neutral
TEST_1779,neutral
TEST_1780,neutral
TEST_1781,neutral
TEST_1782,neutral
TEST_1783,neutral
TEST_1784,neutral
TEST_1785,neutral
TEST_1786,neutral
TEST_1787,neutral
TEST_1788,neutral
TEST_1789,neutral
TEST_1790,neutral
TEST_1791,neutral
TEST_1792,neutral
TEST_1793,neutral
TEST_1794,neutral
TEST_1795,surprise
TEST_1796,neutral
TEST_1797,neutral
TEST_1798,neutral
TEST_1799,neutral
TEST_1800,neutral
TEST_1801,neutral
TEST_1802,neutral
TEST_1803,neutral
TEST_1804,neutral
TEST_1805,neutral
TEST_1806,neutral
TEST_1807,neutral
TEST_1808,surprise
TEST_1809,neutral
TEST_1810,neutral
TEST_1811,anger
TEST_1812,neutral
TEST_1813,neutral
TEST_1814,joy
TEST_1815,neutral
TEST_1816,neutral
TEST_1817,neutral
TEST_1818,neutral
TEST_1819,sadness
TEST_1820,neutral
TEST_1821,neutral
TEST_1822,neutral
TEST_1823,neutral
TEST_1824,neutral
TEST_1825,neutral
TEST_1826,neutral
TEST_1827,neutral
TEST_1828,surprise
TEST_1829,neutral
TEST_1830,surprise
TEST_1831,neutral
TEST_1832,neutral
TEST_1833,neutral
TEST_1834,sadness
TEST_1835,neutral
TEST_1836,neutral
TEST_1837,neutral
TEST_1838,joy
TEST_1839,neutral
TEST_1840,joy
TEST_1841,neutral
TEST_1842,neutral
TEST_1843,neutral
TEST_1844,neutral
TEST_1845,neutral
TEST_1846,joy
TEST_1847,neutral
TEST_1848,neutral
TEST_1849,neutral
TEST_1850,neutral
TEST_1851,neutral
TEST_1852,neutral
TEST_1853,neutral
TEST_1854,neutral
TEST_1855,neutral
TEST_1856,neutral
TEST_1857,neutral
TEST_1858,surprise
TEST_1859,neutral
TEST_1860,neutral
TEST_1861,neutral
TEST_1862,neutral
TEST_1863,neutral
TEST_1864,neutral
TEST_1865,neutral
TEST_1866,neutral
TEST_1867,neutral
TEST_1868,neutral
TEST_1869,neutral
TEST_1870,neutral
TEST_1871,neutral
TEST_1872,neutral
TEST_1873,neutral
TEST_1874,neutral
TEST_1875,neutral
TEST_1876,neutral
TEST_1877,neutral
TEST_1878,neutral
TEST_1879,neutral
TEST_1880,neutral
TEST_1881,neutral
TEST_1882,anger
TEST_1883,surprise
TEST_1884,neutral
TEST_1885,neutral
TEST_1886,neutral
TEST_1887,neutral
TEST_1888,neutral
TEST_1889,neutral
TEST_1890,neutral
TEST_1891,neutral
TEST_1892,neutral
TEST_1893,neutral
TEST_1894,neutral
TEST_1895,neutral
TEST_1896,neutral
TEST_1897,neutral
TEST_1898,neutral
TEST_1899,neutral
TEST_1900,neutral
TEST_1901,neutral
TEST_1902,neutral
TEST_1903,neutral
TEST_1904,neutral
TEST_1905,neutral
TEST_1906,neutral
TEST_1907,anger
TEST_1908,anger
TEST_1909,neutral
TEST_1910,neutral
TEST_1911,neutral
TEST_1912,neutral
TEST_1913,neutral
TEST_1914,neutral
TEST_1915,neutral
TEST_1916,neutral
TEST_1917,neutral
TEST_1918,joy
TEST_1919,neutral
TEST_1920,joy
TEST_1921,neutral
TEST_1922,neutral
TEST_1923,surprise
TEST_1924,joy
TEST_1925,neutral
TEST_1926,surprise
TEST_1927,neutral
TEST_1928,neutral
TEST_1929,neutral
TEST_1930,neutral
TEST_1931,joy
TEST_1932,neutral
TEST_1933,neutral
TEST_1934,neutral
TEST_1935,anger
TEST_1936,neutral
TEST_1937,neutral
TEST_1938,neutral
TEST_1939,neutral
TEST_1940,neutral
TEST_1941,neutral
TEST_1942,neutral
TEST_1943,neutral
TEST_1944,neutral
TEST_1945,neutral
TEST_1946,neutral
TEST_1947,surprise
TEST_1948,neutral
TEST_1949,neutral
TEST_1950,neutral
TEST_1951,surprise
TEST_1952,surprise
TEST_1953,neutral
TEST_1954,neutral
TEST_1955,neutral
TEST_1956,neutral
TEST_1957,surprise
TEST_1958,neutral
TEST_1959,neutral
TEST_1960,neutral
TEST_1961,neutral
TEST_1962,neutral
TEST_1963,neutral
TEST_1964,neutral
TEST_1965,neutral
TEST_1966,sadness
TEST_1967,neutral
TEST_1968,neutral
TEST_1969,neutral
TEST_1970,neutral
TEST_1971,neutral
TEST_1972,anger
TEST_1973,neutral
TEST_1974,neutral
TEST_1975,neutral
TEST_1976,neutral
TEST_1977,neutral
TEST_1978,neutral
TEST_1979,joy
TEST_1980,neutral
TEST_1981,surprise
TEST_1982,neutral
TEST_1983,neutral
TEST_1984,neutral
TEST_1985,anger
TEST_1986,neutral
TEST_1987,neutral
TEST_1988,neutral
TEST_1989,surprise
TEST_1990,anger
TEST_1991,neutral
TEST_1992,neutral
TEST_1993,neutral
TEST_1994,fear
TEST_1995,neutral
TEST_1996,neutral
TEST_1997,neutral
TEST_1998,neutral
TEST_1999,anger
TEST_2000,neutral
TEST_2001,neutral
TEST_2002,neutral
TEST_2003,joy
TEST_2004,neutral
TEST_2005,joy
TEST_2006,neutral
TEST_2007,neutral
TEST_2008,neutral
TEST_2009,neutral
TEST_2010,neutral
TEST_2011,neutral
TEST_2012,anger
TEST_2013,neutral
TEST_2014,neutral
TEST_2015,neutral
TEST_2016,sadness
TEST_2017,neutral
TEST_2018,neutral
TEST_2019,neutral
TEST_2020,neutral
TEST_2021,neutral
TEST_2022,surprise
TEST_2023,neutral
TEST_2024,neutral
TEST_2025,neutral
TEST_2026,neutral
TEST_2027,neutral
TEST_2028,joy
TEST_2029,neutral
TEST_2030,neutral
TEST_2031,joy
TEST_2032,surprise
TEST_2033,neutral
TEST_2034,neutral
TEST_2035,neutral
TEST_2036,neutral
TEST_2037,neutral
TEST_2038,neutral
TEST_2039,surprise
TEST_2040,neutral
TEST_2041,neutral
TEST_2042,neutral
TEST_2043,neutral
TEST_2044,neutral
TEST_2045,joy
TEST_2046,neutral
TEST_2047,neutral
TEST_2048,neutral
TEST_2049,neutral
TEST_2050,neutral
TEST_2051,surprise
TEST_2052,surprise
TEST_2053,neutral
TEST_2054,neutral
TEST_2055,neutral
TEST_2056,joy
TEST_2057,neutral
TEST_2058,neutral
TEST_2059,neutral
TEST_2060,neutral
TEST_2061,neutral
TEST_2062,joy
TEST_2063,neutral
TEST_2064,neutral
TEST_2065,neutral
TEST_2066,neutral
TEST_2067,neutral
TEST_2068,neutral
TEST_2069,neutral
TEST_2070,neutral
TEST_2071,neutral
TEST_2072,surprise
TEST_2073,neutral
TEST_2074,neutral
TEST_2075,neutral
TEST_2076,neutral
TEST_2077,neutral
TEST_2078,neutral
TEST_2079,neutral
TEST_2080,neutral
TEST_2081,neutral
TEST_2082,neutral
TEST_2083,neutral
TEST_2084,neutral
TEST_2085,neutral
TEST_2086,neutral
TEST_2087,neutral
TEST_2088,neutral
TEST_2089,neutral
TEST_2090,neutral
TEST_2091,neutral
TEST_2092,neutral
TEST_2093,neutral
TEST_2094,neutral
TEST_2095,neutral
TEST_2096,joy
TEST_2097,neutral
TEST_2098,neutral
TEST_2099,neutral
TEST_2100,neutral
TEST_2101,anger
TEST_2102,surprise
TEST_2103,neutral
TEST_2104,neutral
TEST_2105,neutral
TEST_2106,neutral
TEST_2107,neutral
TEST_2108,neutral
TEST_2109,anger
TEST_2110,neutral
TEST_2111,neutral
TEST_2112,neutral
TEST_2113,anger
TEST_2114,anger
TEST_2115,neutral
TEST_2116,neutral
TEST_2117,neutral
TEST_2118,neutral
TEST_2119,neutral
TEST_2120,neutral
TEST_2121,joy
TEST_2122,neutral
TEST_2123,neutral
TEST_2124,neutral
TEST_2125,neutral
TEST_2126,joy
TEST_2127,neutral
TEST_2128,neutral
TEST_2129,neutral
TEST_2130,neutral
TEST_2131,joy
TEST_2132,neutral
TEST_2133,neutral
TEST_2134,neutral
TEST_2135,neutral
TEST_2136,neutral
TEST_2137,neutral
TEST_2138,anger
TEST_2139,surprise
TEST_2140,neutral
TEST_2141,neutral
TEST_2142,neutral
TEST_2143,neutral
TEST_2144,joy
TEST_2145,neutral
TEST_2146,neutral
TEST_2147,neutral
TEST_2148,neutral
TEST_2149,neutral
TEST_2150,neutral
TEST_2151,neutral
TEST_2152,neutral
TEST_2153,joy
TEST_2154,joy
TEST_2155,neutral
TEST_2156,neutral
TEST_2157,neutral
TEST_2158,neutral
TEST_2159,neutral
TEST_2160,neutral
TEST_2161,surprise
TEST_2162,neutral
TEST_2163,joy
TEST_2164,neutral
TEST_2165,neutral
TEST_2166,neutral
TEST_2167,neutral
TEST_2168,neutral
TEST_2169,neutral
TEST_2170,joy
TEST_2171,joy
TEST_2172,neutral
TEST_2173,neutral
TEST_2174,neutral
TEST_2175,neutral
TEST_2176,joy
TEST_2177,neutral
TEST_2178,neutral
TEST_2179,neutral
TEST_2180,neutral
TEST_2181,joy
TEST_2182,neutral
TEST_2183,surprise
TEST_2184,neutral
TEST_2185,anger
TEST_2186,neutral
TEST_2187,neutral
TEST_2188,neutral
TEST_2189,neutral
TEST_2190,neutral
TEST_2191,neutral
TEST_2192,joy
TEST_2193,joy
TEST_2194,neutral
TEST_2195,neutral
TEST_2196,neutral
TEST_2197,neutral
TEST_2198,neutral
TEST_2199,neutral
TEST_2200,surprise
TEST_2201,neutral
TEST_2202,neutral
TEST_2203,neutral
TEST_2204,surprise
TEST_2205,neutral
TEST_2206,neutral
TEST_2207,neutral
TEST_2208,neutral
TEST_2209,neutral
TEST_2210,neutral
TEST_2211,neutral
TEST_2212,surprise
TEST_2213,neutral
TEST_2214,neutral
TEST_2215,neutral
TEST_2216,neutral
TEST_2217,neutral
TEST_2218,neutral
TEST_2219,neutral
TEST_2220,neutral
TEST_2221,neutral
TEST_2222,neutral
TEST_2223,neutral
TEST_2224,neutral
TEST_2225,neutral
TEST_2226,joy
TEST_2227,surprise
TEST_2228,joy
TEST_2229,neutral
TEST_2230,neutral
TEST_2231,neutral
TEST_2232,neutral
TEST_2233,neutral
TEST_2234,neutral
TEST_2235,neutral
TEST_2236,neutral
TEST_2237,neutral
TEST_2238,neutral
TEST_2239,surprise
TEST_2240,neutral
TEST_2241,neutral
TEST_2242,neutral
TEST_2243,neutral
TEST_2244,neutral
TEST_2245,neutral
TEST_2246,neutral
TEST_2247,neutral
TEST_2248,neutral
TEST_2249,neutral
TEST_2250,neutral
TEST_2251,neutral
TEST_2252,surprise
TEST_2253,neutral
TEST_2254,surprise
TEST_2255,neutral
TEST_2256,neutral
TEST_2257,neutral
TEST_2258,neutral
TEST_2259,surprise
TEST_2260,neutral
TEST_2261,neutral
TEST_2262,surprise
TEST_2263,neutral
TEST_2264,neutral
TEST_2265,neutral
TEST_2266,surprise
TEST_2267,neutral
TEST_2268,neutral
TEST_2269,neutral
TEST_2270,neutral
TEST_2271,neutral
TEST_2272,neutral
TEST_2273,neutral
TEST_2274,neutral
TEST_2275,neutral
TEST_2276,neutral
TEST_2277,neutral
TEST_2278,neutral
TEST_2279,neutral
TEST_2280,neutral
TEST_2281,neutral
TEST_2282,neutral
TEST_2283,neutral
TEST_2284,neutral
TEST_2285,neutral
TEST_2286,neutral
TEST_2287,neutral
TEST_2288,neutral
TEST_2289,neutral
TEST_2290,neutral
TEST_2291,surprise
TEST_2292,neutral
TEST_2293,neutral
TEST_2294,neutral
TEST_2295,neutral
TEST_2296,neutral
TEST_2297,neutral
TEST_2298,neutral
TEST_2299,neutral
TEST_2300,anger
TEST_2301,neutral
TEST_2302,neutral
TEST_2303,neutral
TEST_2304,neutral
TEST_2305,neutral
TEST_2306,surprise
TEST_2307,neutral
TEST_2308,neutral
TEST_2309,neutral
TEST_2310,neutral
TEST_2311,neutral
TEST_2312,neutral
TEST_2313,neutral
TEST_2314,neutral
TEST_2315,neutral
TEST_2316,neutral
TEST_2317,neutral
TEST_2318,neutral
TEST_2319,surprise
TEST_2320,neutral
TEST_2321,neutral
TEST_2322,neutral
TEST_2323,neutral
TEST_2324,neutral
TEST_2325,joy
TEST_2326,neutral
TEST_2327,neutral
TEST_2328,neutral
TEST_2329,neutral
TEST_2330,neutral
TEST_2331,surprise
TEST_2332,neutral
TEST_2333,neutral
TEST_2334,neutral
TEST_2335,surprise
TEST_2336,sadness
TEST_2337,neutral
TEST_2338,neutral
TEST_2339,neutral
TEST_2340,surprise
TEST_2341,joy
TEST_2342,joy
TEST_2343,neutral
TEST_2344,neutral
TEST_2345,neutral
TEST_2346,neutral
TEST_2347,neutral
TEST_2348,surprise
TEST_2349,neutral
TEST_2350,neutral
TEST_2351,neutral
TEST_2352,neutral
TEST_2353,neutral
TEST_2354,neutral
TEST_2355,neutral
TEST_2356,neutral
TEST_2357,neutral
TEST_2358,neutral
TEST_2359,neutral
TEST_2360,neutral
TEST_2361,neutral
TEST_2362,anger
TEST_2363,surprise
TEST_2364,neutral
TEST_2365,surprise
TEST_2366,surprise
TEST_2367,neutral
TEST_2368,neutral
TEST_2369,neutral
TEST_2370,neutral
TEST_2371,neutral
TEST_2372,neutral
TEST_2373,neutral
TEST_2374,neutral
TEST_2375,neutral
TEST_2376,neutral
TEST_2377,anger
TEST_2378,neutral
TEST_2379,surprise
TEST_2380,neutral
TEST_2381,neutral
TEST_2382,neutral
TEST_2383,neutral
TEST_2384,joy
TEST_2385,neutral
TEST_2386,neutral
TEST_2387,neutral
TEST_2388,neutral
TEST_2389,neutral
TEST_2390,surprise
TEST_2391,neutral
TEST_2392,neutral
TEST_2393,neutral
TEST_2394,neutral
TEST_2395,surprise
TEST_2396,neutral
TEST_2397,neutral
TEST_2398,surprise
TEST_2399,neutral
TEST_2400,neutral
TEST_2401,neutral
TEST_2402,neutral
TEST_2403,neutral
TEST_2404,joy
TEST_2405,neutral
TEST_2406,neutral
TEST_2407,neutral
TEST_2408,neutral
TEST_2409,neutral
TEST_2410,anger
TEST_2411,anger
TEST_2412,neutral
TEST_2413,neutral
TEST_2414,neutral
TEST_2415,neutral
TEST_2416,neutral
TEST_2417,neutral
TEST_2418,neutral
TEST_2419,surprise
TEST_2420,neutral
TEST_2421,neutral
TEST_2422,neutral
TEST_2423,neutral
TEST_2424,neutral
TEST_2425,neutral
TEST_2426,neutral
TEST_2427,neutral
TEST_2428,surprise
TEST_2429,neutral
TEST_2430,neutral
TEST_2431,neutral
TEST_2432,neutral
TEST_2433,neutral
TEST_2434,neutral
TEST_2435,neutral
TEST_2436,neutral
TEST_2437,neutral
TEST_2438,joy
TEST_2439,joy
TEST_2440,neutral
TEST_2441,neutral
TEST_2442,neutral
TEST_2443,joy
TEST_2444,neutral
TEST_2445,neutral
TEST_2446,neutral
TEST_2447,neutral
TEST_2448,neutral
TEST_2449,neutral
TEST_2450,neutral
TEST_2451,neutral
TEST_2452,anger
TEST_2453,neutral
TEST_2454,surprise
TEST_2455,neutral
TEST_2456,neutral
TEST_2457,surprise
TEST_2458,surprise
TEST_2459,joy
TEST_2460,surprise
TEST_2461,neutral
TEST_2462,neutral
TEST_2463,neutral
TEST_2464,joy
TEST_2465,neutral
TEST_2466,neutral
TEST_2467,neutral
TEST_2468,neutral
TEST_2469,neutral
TEST_2470,neutral
TEST_2471,surprise
TEST_2472,neutral
TEST_2473,neutral
TEST_2474,neutral
TEST_2475,neutral
TEST_2476,neutral
TEST_2477,neutral
TEST_2478,neutral
TEST_2479,neutral
TEST_2480,neutral
TEST_2481,neutral
TEST_2482,surprise
TEST_2483,neutral
TEST_2484,surprise
TEST_2485,neutral
TEST_2486,neutral
TEST_2487,joy
TEST_2488,neutral
TEST_2489,neutral
TEST_2490,neutral
TEST_2491,joy
TEST_2492,joy
TEST_2493,neutral
TEST_2494,neutral
TEST_2495,neutral
TEST_2496,neutral
TEST_2497,neutral
TEST_2498,neutral
TEST_2499,surprise
TEST_2500,neutral
TEST_2501,surprise
TEST_2502,anger
TEST_2503,surprise
TEST_2504,neutral
TEST_2505,neutral
TEST_2506,neutral
TEST_2507,neutral
TEST_2508,neutral
TEST_2509,neutral
TEST_2510,neutral
TEST_2511,neutral
TEST_2512,neutral
TEST_2513,neutral
TEST_2514,neutral
TEST_2515,neutral
TEST_2516,surprise
TEST_2517,joy
TEST_2518,neutral
TEST_2519,neutral
TEST_2520,neutral
TEST_2521,neutral
TEST_2522,neutral
TEST_2523,neutral
TEST_2524,neutral
TEST_2525,neutral
TEST_2526,joy
TEST_2527,neutral
TEST_2528,neutral
TEST_2529,neutral
TEST_2530,neutral
TEST_2531,neutral
TEST_2532,joy
TEST_2533,neutral
TEST_2534,neutral
TEST_2535,neutral
TEST_2536,neutral
TEST_2537,neutral
TEST_2538,neutral
TEST_2539,neutral
TEST_2540,neutral
TEST_2541,neutral
TEST_2542,neutral
TEST_2543,neutral
TEST_2544,neutral
TEST_2545,neutral
TEST_2546,neutral
TEST_2547,neutral
TEST_2548,neutral
TEST_2549,surprise
TEST_2550,neutral
TEST_2551,neutral
TEST_2552,neutral
TEST_2553,neutral
TEST_2554,surprise
TEST_2555,neutral
TEST_2556,neutral
TEST_2557,neutral
TEST_2558,neutral
TEST_2559,neutral
TEST_2560,surprise
TEST_2561,neutral
TEST_2562,neutral
TEST_2563,surprise
TEST_2564,neutral
TEST_2565,neutral
TEST_2566,neutral
TEST_2567,neutral
TEST_2568,neutral
TEST_2569,neutral
TEST_2570,neutral
TEST_2571,joy
TEST_2572,joy
TEST_2573,joy
TEST_2574,neutral
TEST_2575,neutral
TEST_2576,neutral
TEST_2577,neutral
TEST_2578,neutral
TEST_2579,neutral
TEST_2580,neutral
TEST_2581,neutral
TEST_2582,neutral
TEST_2583,neutral
TEST_2584,surprise
TEST_2585,neutral
TEST_2586,joy
TEST_2587,neutral
TEST_2588,neutral
TEST_2589,neutral
TEST_2590,neutral
TEST_2591,joy
TEST_2592,surprise
TEST_2593,neutral
TEST_2594,neutral
TEST_2595,neutral
TEST_2596,neutral
TEST_2597,neutral
TEST_2598,neutral
TEST_2599,neutral
TEST_2600,neutral
TEST_2601,neutral
TEST_2602,joy
TEST_2603,neutral
TEST_2604,neutral
TEST_2605,neutral
TEST_2606,neutral
TEST_2607,neutral
TEST_2608,neutral
TEST_2609,joy
